sqrt_min,min,area,penetration
13.41640786,180,0.947371612,3.495145631
13.41640786,180,0.942859244,3.203883495
13.41640786,180,0.972989803,3.495145631
13.41640786,180,0.94287169,3.203883495
15.49193338,240,0.942868996,3.203883495
15.49193338,240,0.941194187,3.106796117
15.49193338,240,0.947371612,3.495145631
15.49193338,240,0.942859244,3.203883495
15.49193338,240,0.971443559,3.300970874
18.97366596,360,0.942868996,3.203883495
18.97366596,360,0.941194187,3.106796117
18.97366596,360,0.947371612,3.495145631
18.97366596,360,0.942859244,3.203883495
18.97366596,360,0.972989803,3.495145631
18.97366596,360,0.971443559,3.300970874
37.94733192,1440,1.000012572,3.398058252
37.94733192,1440,1.000018824,3.300970874
37.94733192,1440,1.000002229,3.398058252
37.94733192,1440,1.000017298,3.59223301
37.94733192,1440,1.000015429,3.398058252
1.414213562,2,0.214285714,0.618556701
1.414213562,2,0.230769231,0.618556701
1.414213562,2,0.230769236,0.618556701
1.414213562,2,0.230769231,0.618556701
1.414213562,2,0.212121212,0.721649485
1.414213562,2,0.218753418,0.721649485
2.236067977,5,0.346153846,0.927835052
2.236067977,5,0.346153854,0.927835052
2.236067977,5,0.346153846,0.927835052
2.236067977,5,0.333333333,1.134020619
2.236067977,5,0.343755371,1.134020619
3.16227766,10,0.464285714,1.340206186
3.16227766,10,0.5,1.340206186
3.16227766,10,0.500000011,1.340206186
3.16227766,10,0.461538462,1.237113402
3.16227766,10,0.531258301,1.75257732
3.872983346,15,0.571428571,1.649484536
3.872983346,15,0.615384615,1.649484536
3.872983346,15,0.615384629,1.649484536
3.872983346,15,0.615384615,1.649484536
3.872983346,15,0.545454545,1.855670103
3.872983346,15,0.562508789,1.855670103
4.472135955,20,0.678571429,1.958762887
4.472135955,20,0.692307692,1.855670103
4.472135955,20,0.692307692,1.855670103
4.472135955,20,0.636363636,2.164948454
4.472135955,20,0.656260254,2.164948454
5.477225575,30,0.821428571,2.371134021
5.477225575,30,0.846153846,2.268041237
5.477225575,30,0.846153865,2.268041237
5.477225575,30,0.846153846,2.268041237
5.477225575,30,0.787878788,2.680412371
5.477225575,30,0.812512696,2.680412371
6.708203932,45,0.923076923,2.474226804
6.708203932,45,0.961538483,2.577319588
6.708203932,45,0.923076923,2.474226804
6.708203932,45,0.909090909,3.092783505
6.708203932,45,0.937514649,3.092783505
7.745966692,60,0.928571429,2.680412371
7.745966692,60,0.961538462,2.577319588
7.745966692,60,0.961538483,2.577319588
7.745966692,60,0.961538462,2.577319588
7.745966692,60,0.968765137,3.195876289
8.660254038,75,0.964285714,2.783505155
8.660254038,75,0.961538462,2.577319588
8.660254038,75,0.961538483,2.577319588
8.660254038,75,0.961538462,2.577319588
8.660254038,75,0.939393939,3.195876289
8.660254038,75,0.968765137,3.195876289
9.486832981,90,0.964285714,2.783505155
9.486832981,90,0.961538462,2.577319588
9.486832981,90,0.961538462,2.577319588
9.486832981,90,0.939393939,3.195876289
9.486832981,90,0.968765137,3.195876289
10.95445115,120,0.964285714,2.783505155
10.95445115,120,0.961538462,2.577319588
10.95445115,120,1.000000023,2.680412371
10.95445115,120,0.961538462,2.577319588
10.95445115,120,0.848484848,2.886597938
10.95445115,120,0.968765137,3.195876289
12.24744871,150,0.961538462,2.577319588
12.24744871,150,1.000000023,2.680412371
12.24744871,150,0.961538462,2.577319588
12.24744871,150,0.939393939,3.195876289
12.24744871,150,0.968765137,3.195876289
13.41640786,180,0.964285714,2.783505155
13.41640786,180,0.961538462,2.577319588
13.41640786,180,1.000000023,2.680412371
13.41640786,180,0.961538462,2.577319588
13.41640786,180,0.968765137,3.195876289
15.49193338,240,0.964285714,2.783505155
15.49193338,240,0.961538462,2.577319588
15.49193338,240,1.000000023,2.680412371
15.49193338,240,0.961538462,2.577319588
15.49193338,240,0.96969697,3.298969072
15.49193338,240,0.968765137,3.195876289
18.97366596,360,0.964285714,2.783505155
18.97366596,360,0.961538462,2.577319588
18.97366596,360,0.961538462,2.577319588
18.97366596,360,0.96969697,3.298969072
18.97366596,360,0.968765137,3.195876289
37.94733192,1440,1,2.886597938
37.94733192,1440,1,2.680412371
37.94733192,1440,1.000000023,2.680412371
37.94733192,1440,1,2.680412371
37.94733192,1440,1,3.402061856
37.94733192,1440,1.000015625,3.298969072
1.414213562,2,0.120000077,0.333333333
1.414213562,2,0.120000031,0.333333333
1.414213562,2,0.111111114,0.333333333
1.414213562,2,0.120000016,0.333333333
1.414213562,2,0.136363636,0.333333333
2.236067977,5,0.15384645,0.444444444
2.236067977,5,0.160000102,0.444444444
2.236067977,5,0.200000051,0.555555556
2.236067977,5,0.185185189,0.555555556
2.236067977,5,0.181818182,0.444444444
3.16227766,10,0.230769675,0.666666667
3.16227766,10,0.240000154,0.666666667
3.16227766,10,0.280000072,0.777777778
3.16227766,10,0.259259265,0.777777778
3.16227766,10,0.240000032,0.666666667
3.16227766,10,0.227272727,0.555555556
3.872983346,15,0.307692899,0.888888889
3.872983346,15,0.280000179,0.777777778
3.872983346,15,0.333333341,1
3.872983346,15,0.320000042,0.888888889
3.872983346,15,0.272727273,0.666666667
4.472135955,20,0.346154512,1
4.472135955,20,0.320000205,0.888888889
4.472135955,20,0.400000102,1.111111111
4.472135955,20,0.370370379,1.111111111
4.472135955,20,0.360000048,1
4.472135955,20,0.318181818,0.777777778
5.477225575,30,0.36000023,1
5.477225575,30,0.480000123,1.333333333
5.477225575,30,0.481481492,1.444444444
5.477225575,30,0.440000058,1.222222222
5.477225575,30,0.363636364,0.888888889
6.708203932,45,0.538462574,1.555555556
6.708203932,45,0.440000282,1.222222222
6.708203932,45,0.600000154,1.666666667
6.708203932,45,0.592592606,1.777777778
6.708203932,45,0.454545455,1.111111111
7.745966692,60,0.615385799,1.777777778
7.745966692,60,0.480000307,1.333333333
7.745966692,60,0.680000174,1.888888889
7.745966692,60,0.666666681,2
7.745966692,60,0.640000084,1.777777778
7.745966692,60,0.5,1.222222222
8.660254038,75,0.692309024,2
8.660254038,75,0.520000333,1.444444444
8.660254038,75,0.740740757,2.222222222
8.660254038,75,0.720000095,2
8.660254038,75,0.545454545,1.333333333
9.486832981,90,0.769232249,2.222222222
9.486832981,90,0.600000384,1.666666667
9.486832981,90,0.840000215,2.333333333
9.486832981,90,0.814814833,2.444444444
9.486832981,90,0.7600001,2.111111111
9.486832981,90,0.590909091,1.444444444
10.95445115,120,0.64000041,1.777777778
10.95445115,120,0.920000236,2.555555556
10.95445115,120,0.888888909,2.666666667
10.95445115,120,0.840000111,2.333333333
10.95445115,120,0.681818182,1.666666667
12.24744871,150,0.923078698,2.666666667
12.24744871,150,0.720000461,2
12.24744871,150,0.960000246,2.666666667
12.24744871,150,0.925925947,2.777777778
12.24744871,150,0.772727273,1.888888889
13.41640786,180,0.923078698,2.666666667
13.41640786,180,0.760000486,2.111111111
13.41640786,180,0.960000246,2.666666667
13.41640786,180,0.962962984,2.888888889
13.41640786,180,0.920000121,2.555555556
13.41640786,180,0.818181818,2
15.49193338,240,0.923078698,2.666666667
15.49193338,240,0.880000563,2.444444444
15.49193338,240,0.962962984,2.888888889
15.49193338,240,0.920000121,2.555555556
15.49193338,240,0.909090909,2.222222222
18.97366596,360,0.961540311,2.777777778
18.97366596,360,0.920000589,2.555555556
18.97366596,360,0.960000246,2.666666667
18.97366596,360,0.962962984,2.888888889
18.97366596,360,0.960000127,2.666666667
18.97366596,360,0.954545455,2.333333333
37.94733192,1440,1.00000064,2.777777778
37.94733192,1440,1.000000256,2.777777778
37.94733192,1440,1.000000022,3
37.94733192,1440,1.000000132,2.777777778
37.94733192,1440,1,2.444444444
1.414213562,2,0.3000003,1.2
1.414213562,2,0.30000082,1.2
1.414213562,2,0.3000003,1.2
1.414213562,2,0.344827634,1.333333333
1.414213562,2,0.3125,1.333333333
2.236067977,5,0.466667133,1.866666667
2.236067977,5,0.466667942,1.866666667
2.236067977,5,0.466667133,1.866666667
2.236067977,5,0.517241451,2
2.236067977,5,0.482758617,1.866666667
2.236067977,5,0.4375,1.866666667
3.16227766,10,0.633333967,2.533333333
3.16227766,10,0.633335064,2.533333333
3.16227766,10,0.689655268,2.666666667
3.16227766,10,0.689655167,2.666666667
3.16227766,10,0.59375,2.533333333
3.872983346,15,0.8000008,3.2
3.872983346,15,0.766668762,3.066666667
3.872983346,15,0.833334167,3.333333333
3.872983346,15,0.827586321,3.2
3.872983346,15,0.827586201,3.2
3.872983346,15,0.71875,3.066666667
4.472135955,20,0.866669036,3.466666667
4.472135955,20,0.833334167,3.333333333
4.472135955,20,0.896551848,3.466666667
4.472135955,20,0.931034476,3.6
4.472135955,20,0.8125,3.466666667
5.477225575,30,0.966667633,3.866666667
5.477225575,30,0.966669309,3.866666667
5.477225575,30,0.933334267,3.733333333
5.477225575,30,0.965517375,3.733333333
5.477225575,30,0.9375,4
6.708203932,45,0.966667633,3.866666667
6.708203932,45,0.966669309,3.866666667
6.708203932,45,0.966667633,3.866666667
6.708203932,45,0.965517375,3.733333333
6.708203932,45,0.965517234,3.733333333
6.708203932,45,0.96875,4.133333333
7.745966692,60,0.966667633,3.866666667
7.745966692,60,0.966669309,3.866666667
7.745966692,60,0.965517375,3.733333333
7.745966692,60,0.965517234,3.733333333
7.745966692,60,0.96875,4.133333333
8.660254038,75,0.966667633,3.866666667
8.660254038,75,0.966669309,3.866666667
8.660254038,75,0.966667633,3.866666667
8.660254038,75,0.965517375,3.733333333
8.660254038,75,0.965517234,3.733333333
8.660254038,75,0.96875,4.133333333
9.486832981,90,0.966669309,3.866666667
9.486832981,90,0.966667633,3.866666667
9.486832981,90,0.965517375,3.733333333
9.486832981,90,0.965517234,3.733333333
9.486832981,90,0.96875,4.133333333
10.95445115,120,0.966667633,3.866666667
10.95445115,120,0.966669309,3.866666667
10.95445115,120,0.966667633,3.866666667
10.95445115,120,0.965517375,3.733333333
10.95445115,120,0.96875,4.133333333
12.24744871,150,0.966667633,3.866666667
12.24744871,150,0.966669309,3.866666667
12.24744871,150,0.966667633,3.866666667
12.24744871,150,0.965517375,3.733333333
12.24744871,150,0.965517234,3.733333333
12.24744871,150,0.96875,4.133333333
13.41640786,180,0.966667633,3.866666667
13.41640786,180,0.966669309,3.866666667
13.41640786,180,0.965517375,3.733333333
13.41640786,180,0.965517234,3.733333333
13.41640786,180,0.96875,4.133333333
15.49193338,240,1.000001,4
15.49193338,240,1.000002733,4
15.49193338,240,0.966667633,3.866666667
15.49193338,240,1.000000138,3.866666667
15.49193338,240,0.999999993,3.866666667
15.49193338,240,1,4.266666667
18.97366596,360,1.000002733,4
18.97366596,360,1.000001,4
18.97366596,360,1.000000138,3.866666667
18.97366596,360,0.999999993,3.866666667
18.97366596,360,1,4.266666667
37.94733192,1440,1.000001,4
37.94733192,1440,1.000002733,4
37.94733192,1440,1.000001,4
37.94733192,1440,1.000000138,3.866666667
37.94733192,1440,1,4.266666667
1.414213562,2,0.44000044,0.975609756
1.414213562,2,0.538461953,1.707317073
1.414213562,2,0.440000014,1.219512195
1.414213562,2,0.636363636,1.707317073
1.414213562,2,0.444444436,1.219512195
1.414213562,2,0.479999996,1.463414634
2.236067977,5,0.56000056,1.341463415
2.236067977,5,0.730769793,2.317073171
2.236067977,5,0.909090908,2.43902439
2.236067977,5,0.629629617,1.829268293
2.236067977,5,0.759999994,2.317073171
3.16227766,10,0.72000072,1.829268293
3.16227766,10,0.961539201,3.048780488
3.16227766,10,0.880000028,2.56097561
3.16227766,10,0.999999999,2.682926829
3.16227766,10,0.851851835,2.56097561
3.16227766,10,0.959999992,2.926829268
3.872983346,15,0.961539201,3.048780488
3.872983346,15,0.960000031,2.804878049
3.872983346,15,0.999999999,2.682926829
3.872983346,15,0.962962944,2.926829268
3.872983346,15,0.999999992,3.048780488
4.472135955,20,0.96000096,2.56097561
4.472135955,20,0.961539201,3.048780488
4.472135955,20,0.960000031,2.804878049
4.472135955,20,0.999999999,2.682926829
4.472135955,20,0.999999992,3.048780488
5.477225575,30,1.000001,2.682926829
5.477225575,30,0.961539201,3.048780488
5.477225575,30,1.000000032,2.926829268
5.477225575,30,0.999999999,2.682926829
5.477225575,30,0.962962944,2.926829268
5.477225575,30,0.999999992,3.048780488
6.708203932,45,1.000001,2.682926829
6.708203932,45,0.961539201,3.048780488
6.708203932,45,0.999999999,2.682926829
6.708203932,45,0.962962944,2.926829268
6.708203932,45,0.999999992,3.048780488
7.745966692,60,1.000001,2.682926829
7.745966692,60,0.961539201,3.048780488
7.745966692,60,1.000000032,2.926829268
7.745966692,60,0.999999999,2.682926829
7.745966692,60,0.962962944,2.926829268
7.745966692,60,0.999999992,3.048780488
8.660254038,75,0.961539201,3.048780488
8.660254038,75,1.000000032,2.926829268
8.660254038,75,0.999999999,2.682926829
8.660254038,75,0.962962944,2.926829268
8.660254038,75,0.999999992,3.048780488
9.486832981,90,1.000001,2.682926829
9.486832981,90,0.961539201,3.048780488
9.486832981,90,1.000000032,2.926829268
9.486832981,90,0.999999999,2.682926829
9.486832981,90,0.999999992,3.048780488
10.95445115,120,1.000001,2.682926829
10.95445115,120,1.000000769,3.170731707
10.95445115,120,1.000000032,2.926829268
10.95445115,120,0.999999999,2.682926829
10.95445115,120,0.962962944,2.926829268
10.95445115,120,0.999999992,3.048780488
12.24744871,150,1.000001,2.682926829
12.24744871,150,1.000000769,3.170731707
12.24744871,150,0.999999999,2.682926829
12.24744871,150,0.962962944,2.926829268
12.24744871,150,0.999999992,3.048780488
13.41640786,180,1.000001,2.682926829
13.41640786,180,1.000000769,3.170731707
13.41640786,180,1.000000032,2.926829268
13.41640786,180,0.999999999,2.682926829
13.41640786,180,0.962962944,2.926829268
13.41640786,180,0.999999992,3.048780488
15.49193338,240,1.000000769,3.170731707
15.49193338,240,1.000000032,2.926829268
15.49193338,240,0.999999999,2.682926829
15.49193338,240,0.99999998,3.048780488
15.49193338,240,0.999999992,3.048780488
18.97366596,360,1.000001,2.682926829
18.97366596,360,1.000000769,3.170731707
18.97366596,360,1.000000032,2.926829268
18.97366596,360,0.999999999,2.682926829
18.97366596,360,0.999999992,3.048780488
37.94733192,1440,1.000001,2.682926829
37.94733192,1440,1.000000769,3.170731707
37.94733192,1440,1.000000032,2.926829268
37.94733192,1440,0.999999999,2.682926829
37.94733192,1440,0.99999998,3.048780488
37.94733192,1440,0.999999992,3.048780488
1.414213562,2,0,0.340909091
1.414213562,2,0.038461568,0.454545455
1.414213562,2,0,0.340909091
1.414213562,2,0.035715306,0.568181818
1.414213562,2,0.074074321,0.681818182
2.236067977,5,0.076923075,0.568181818
2.236067977,5,0.153846272,0.795454545
2.236067977,5,0.307692314,1.704545455
2.236067977,5,0.071429821,0.568181818
2.236067977,5,0.071430612,0.681818182
2.236067977,5,0.185185802,1.022727273
3.16227766,10,0.269230976,1.136363636
3.16227766,10,0.46153847,2.159090909
3.16227766,10,0.142859643,0.795454545
3.16227766,10,0.142861225,0.909090909
3.16227766,10,0.296297284,1.363636364
3.872983346,15,0.192307689,0.909090909
3.872983346,15,0.38461568,1.477272727
3.872983346,15,0.615384627,2.613636364
3.872983346,15,0.178574554,0.909090909
3.872983346,15,0.407408765,1.704545455
4.472135955,20,0.269230764,1.136363636
4.472135955,20,0.461538817,1.704545455
4.472135955,20,0.692307706,2.840909091
4.472135955,20,0.214289464,1.022727273
4.472135955,20,0.250007143,1.25
4.472135955,20,0.481483086,1.931818182
5.477225575,30,0.346153839,1.363636364
5.477225575,30,0.576923521,2.045454545
5.477225575,30,0.285719286,1.25
5.477225575,30,0.357153062,1.590909091
5.477225575,30,0.666668889,2.5
6.708203932,45,0.49999999,1.818181818
6.708203932,45,0.769231361,2.613636364
6.708203932,45,0.884615402,3.409090909
6.708203932,45,0.392864018,1.590909091
6.708203932,45,0.46429898,1.931818182
6.708203932,45,0.77778037,2.840909091
7.745966692,60,0.846154497,2.840909091
7.745966692,60,0.884615402,3.409090909
7.745966692,60,0.50000875,1.931818182
7.745966692,60,0.571444898,2.272727273
7.745966692,60,0.851854691,3.068181818
8.660254038,75,0.692307679,2.386363636
8.660254038,75,0.884616065,2.954545455
8.660254038,75,0.884615402,3.409090909
8.660254038,75,0.571438572,2.159090909
8.660254038,75,0.888891852,3.181818182
9.486832981,90,0.807692292,2.727272727
9.486832981,90,0.884616065,2.954545455
9.486832981,90,0.884615402,3.409090909
9.486832981,90,0.642868393,2.386363636
9.486832981,90,0.750021429,2.840909091
9.486832981,90,0.925929012,3.295454545
10.95445115,120,0.884615368,2.954545455
10.95445115,120,0.923077633,3.068181818
10.95445115,120,0.785728036,2.840909091
10.95445115,120,0.892882654,3.295454545
10.95445115,120,0.925929012,3.295454545
12.24744871,150,0.923076905,3.068181818
12.24744871,150,0.923077633,3.068181818
12.24744871,150,0.923076941,3.522727273
12.24744871,150,0.857157857,3.068181818
12.24744871,150,0.892882654,3.295454545
12.24744871,150,0.925929012,3.295454545
13.41640786,180,0.923077633,3.068181818
13.41640786,180,0.923076941,3.522727273
13.41640786,180,0.892872768,3.181818182
13.41640786,180,0.92859796,3.409090909
13.41640786,180,0.925929012,3.295454545
15.49193338,240,0.923076905,3.068181818
15.49193338,240,0.923077633,3.068181818
15.49193338,240,0.923076941,3.522727273
15.49193338,240,0.928587679,3.295454545
15.49193338,240,0.925929012,3.295454545
18.97366596,360,0.961538443,3.181818182
18.97366596,360,0.923077633,3.068181818
18.97366596,360,0.923076941,3.522727273
18.97366596,360,0.96430259,3.409090909
18.97366596,360,0.92859796,3.409090909
18.97366596,360,0.962966173,3.409090909
37.94733192,1440,0.999999981,3.295454545
37.94733192,1440,1.000000769,3.295454545
37.94733192,1440,1.0000175,3.522727273
37.94733192,1440,1.000028572,3.636363636
37.94733192,1440,1.000003333,3.522727273
1.414213562,2,0.666668283,2.682926829
1.414213562,2,0.687514395,2.68
1.414213562,2,0.718754492,2.8
1.414213562,2,0.848505418,3.41
1.414213562,2,0.6,2.2
1.414213562,2,0.64516129,2.44
2.236067977,5,0.937519629,3.66
2.236067977,5,0.937505859,3.66
2.236067977,5,0.939416713,3.78
2.236067977,5,0.933333333,3.41
2.236067977,5,0.935483871,3.54
3.16227766,10,0.939396217,3.780487805
3.16227766,10,0.937519629,3.66
3.16227766,10,0.937505859,3.66
3.16227766,10,0.909112948,3.66
3.16227766,10,0.935483871,3.54
3.872983346,15,0.939396217,3.780487805
3.872983346,15,0.937519629,3.66
3.872983346,15,0.937505859,3.66
3.872983346,15,0.939416713,3.78
3.872983346,15,0.933333333,3.41
3.872983346,15,0.935483871,3.54
4.472135955,20,0.939396217,3.780487805
4.472135955,20,0.937519629,3.66
4.472135955,20,0.939416713,3.78
4.472135955,20,0.933333333,3.41
4.472135955,20,0.935483871,3.54
5.477225575,30,0.939396217,3.780487805
5.477225575,30,0.937519629,3.66
5.477225575,30,0.968756055,3.78
5.477225575,30,0.939416713,3.78
5.477225575,30,0.933333333,3.41
5.477225575,30,0.935483871,3.54
6.708203932,45,0.937519629,3.66
6.708203932,45,0.968756055,3.78
6.708203932,45,0.939416713,3.78
6.708203932,45,0.933333333,3.41
6.708203932,45,0.935483871,3.54
7.745966692,60,0.939396217,3.780487805
7.745966692,60,0.937519629,3.66
7.745966692,60,0.968756055,3.78
7.745966692,60,0.939416713,3.78
7.745966692,60,0.935483871,3.54
8.660254038,75,0.939396217,3.780487805
8.660254038,75,0.937519629,3.66
8.660254038,75,0.968756055,3.78
8.660254038,75,0.939416713,3.78
8.660254038,75,1,3.66
8.660254038,75,0.967741935,3.66
9.486832981,90,0.939396217,3.780487805
9.486832981,90,0.968770284,3.78
9.486832981,90,0.969720478,3.9
9.486832981,90,1,3.66
9.486832981,90,0.967741935,3.66
10.95445115,120,0.939396217,3.780487805
10.95445115,120,0.968770284,3.78
10.95445115,120,0.968756055,3.78
10.95445115,120,0.969720478,3.9
10.95445115,120,1,3.66
10.95445115,120,0.967741935,3.66
12.24744871,150,0.968770284,3.78
12.24744871,150,0.968756055,3.78
12.24744871,150,0.969720478,3.9
12.24744871,150,1,3.66
12.24744871,150,1,3.78
13.41640786,180,0.939396217,3.780487805
13.41640786,180,0.968770284,3.78
13.41640786,180,0.968756055,3.78
13.41640786,180,0.969720478,3.9
13.41640786,180,1,3.78
15.49193338,240,0.96969932,3.902439024
15.49193338,240,0.968770284,3.78
15.49193338,240,0.968756055,3.78
15.49193338,240,0.969720478,3.9
15.49193338,240,1,3.66
15.49193338,240,1,3.78
18.97366596,360,0.96969932,3.902439024
18.97366596,360,0.968770284,3.78
18.97366596,360,0.969720478,3.9
18.97366596,360,1,3.66
18.97366596,360,1,3.78
37.94733192,1440,1.000002424,4.024390244
37.94733192,1440,1.000020938,3.9
37.94733192,1440,1.00000625,3.9
37.94733192,1440,1.000024243,4.02
37.94733192,1440,1,3.66
37.94733192,1440,1,3.78
1.414213562,2,0.392858265,1.428571429
1.414213562,2,0.379336506,1.428571429
1.414213562,2,0.400040004,1.510850962
1.414213562,2,0.440154935,1.428571429
1.414213562,2,0.481481453,1.688311688
2.236067977,5,0.555555514,1.948051948
2.236067977,5,0.607144592,2.207792208
2.236067977,5,0.586247327,2.207792208
2.236067977,5,0.600060006,1.951563261
2.236067977,5,0.629629592,2.207792208
3.16227766,10,0.77777772,2.727272727
3.16227766,10,0.821430918,2.987012987
3.16227766,10,0.758673012,2.857142857
3.16227766,10,0.760076008,2.668380363
3.16227766,10,0.640225359,2.077922078
3.16227766,10,0.888888836,3.116883117
